Pincode,City Name,State,Top City,Delivery Fees ,Delivery Fees > 500 Rs ,Delivery Fees > 1000 Rs ,Order and packing fees ,Delivery Time,Servicable ,Prescriptions,Cart Orders ,Whatsapp Tap,COD,Online
440020,Nagpur,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
440007,Nagpur,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
440003,Nagpur,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
440018,Nagpur,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
440032,Nagpur,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
440013,Nagpur,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
440025,Nagpur,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
440030,Nagpur,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
440021,Nagpur,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
440016,Nagpur,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
440014,Nagpur,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
440035,Nagpur,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
440034,Nagpur,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
440027,Nagpur,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
440026,Nagpur,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
440019,Nagpur,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
440006,Nagpur,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
440033,Nagpur,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
441109,Nagpur,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
441123,Nagpur,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
440008,Nagpur,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
263126,Nainital,Uttarakhand,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
244716,Nainital,Uttarakhand,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
263001,Nainital,Uttarakhand,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
263136,Nainital,Uttarakhand,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
263137,Nainital,Uttarakhand,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
263132,Nainital,Uttarakhand,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
263159,Nainital,Uttarakhand,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
263134,Nainital,Uttarakhand,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
263135,Nainital,Uttarakhand,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
263138,Nainital,Uttarakhand,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
263157,Nainital,Uttarakhand,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
263127,Nainital,Uttarakhand,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
263158,Nainital,Uttarakhand,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
263128,Nainital,Uttarakhand,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
263139,Nainital,Uttarakhand,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
263140,Nainital,Uttarakhand,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
263142,Nainital,Uttarakhand,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
263156,Nainital,Uttarakhand,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
262402,Nainital,Uttarakhand,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
803213,Nalanda,Bihar,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
801307,Nalanda,Bihar,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
803108,Nalanda,Bihar,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
801301,Nalanda,Bihar,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
803110,Nalanda,Bihar,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
805105,Nalanda,Bihar,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
801302,Nalanda,Bihar,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
801303,Nalanda,Bihar,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
803107,Nalanda,Bihar,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
803120,Nalanda,Bihar,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
803109,Nalanda,Bihar,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
801306,Nalanda,Bihar,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
801305,Nalanda,Bihar,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
803111,Nalanda,Bihar,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
803113,Nalanda,Bihar,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
803114,Nalanda,Bihar,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
803119,Nalanda,Bihar,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
803116,Nalanda,Bihar,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
803216,Nalanda,Bihar,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
803117,Nalanda,Bihar,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
803115,Nalanda,Bihar,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
803118,Nalanda,Bihar,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
803101,Nalanda,Bihar,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
803121,Nalanda,Bihar,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
781335,Nalbari,Assam,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
781355,Nalbari,Assam,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
781303,Nalbari,Assam,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
781340,Nalbari,Assam,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
781138,Nalbari,Assam,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
781304,Nalbari,Assam,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
781334,Nalbari,Assam,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
781369,Nalbari,Assam,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
781310,Nalbari,Assam,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
781339,Nalbari,Assam,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
781337,Nalbari,Assam,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
781126,Nalbari,Assam,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
781349,Nalbari,Assam,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
781312,Nalbari,Assam,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
781306,Nalbari,Assam,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
781347,Nalbari,Assam,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
781374,Nalbari,Assam,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
781348,Nalbari,Assam,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
781353,Nalbari,Assam,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
781378,Nalbari,Assam,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
781370,Nalbari,Assam,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
781351,Nalbari,Assam,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
781341,Nalbari,Assam,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
781350,Nalbari,Assam,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
781338,Nalbari,Assam,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
508245,Nalgonda,Telangana,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
508244,Nalgonda,Telangana,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
508373,Nalgonda,Telangana,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
508254,Nalgonda,Telangana,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
508266,Nalgonda,Telangana,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
508002,Nalgonda,Telangana,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
508256,Nalgonda,Telangana,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
508205,Nalgonda,Telangana,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
508211,Nalgonda,Telangana,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
508210,Nalgonda,Telangana,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
508255,Nalgonda,Telangana,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
508250,Nalgonda,Telangana,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
508114,Nalgonda,Telangana,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
508248,Nalgonda,Telangana,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
508258,Nalgonda,Telangana,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
508257,Nalgonda,Telangana,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
508377,Nalgonda,Telangana,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
508202,Nalgonda,Telangana,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
508243,Nalgonda,Telangana,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
508374,Nalgonda,Telangana,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
508004,Nalgonda,Telangana,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
508278,Nalgonda,Telangana,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
508208,Nalgonda,Telangana,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
508247,Nalgonda,Telangana,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
508355,Nalgonda,Telangana,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
508217,Nalgonda,Telangana,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
508001,Nalgonda,Telangana,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
508207,Nalgonda,Telangana,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
637401,Namakkal,Tamil Nadu,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
636301,Namakkal,Tamil Nadu,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
637403,Namakkal,Tamil Nadu,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
636202,Namakkal,Tamil Nadu,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
637201,Namakkal,Tamil Nadu,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
637202,Namakkal,Tamil Nadu,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
637213,Namakkal,Tamil Nadu,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
637203,Namakkal,Tamil Nadu,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
637204,Namakkal,Tamil Nadu,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
637214,Namakkal,Tamil Nadu,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
637205,Namakkal,Tamil Nadu,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
637503,Namakkal,Tamil Nadu,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
637206,Namakkal,Tamil Nadu,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
638008,Namakkal,Tamil Nadu,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
637207,Namakkal,Tamil Nadu,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
637208,Namakkal,Tamil Nadu,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
637209,Namakkal,Tamil Nadu,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
637210,Namakkal,Tamil Nadu,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
637304,Namakkal,Tamil Nadu,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
637215,Namakkal,Tamil Nadu,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
638181,Namakkal,Tamil Nadu,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
636142,Namakkal,Tamil Nadu,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
636118,Namakkal,Tamil Nadu,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
637505,Namakkal,Tamil Nadu,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
636455,Namakkal,Tamil Nadu,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
638007,Namakkal,Tamil Nadu,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
637406,Namakkal,Tamil Nadu,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
637407,Namakkal,Tamil Nadu,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
637408,Namakkal,Tamil Nadu,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
637412,Namakkal,Tamil Nadu,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
637020,Namakkal,Tamil Nadu,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
637212,Namakkal,Tamil Nadu,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
637410,Namakkal,Tamil Nadu,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
638182,Namakkal,Tamil Nadu,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
637409,Namakkal,Tamil Nadu,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
637021,Namakkal,Tamil Nadu,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
637019,Namakkal,Tamil Nadu,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
637411,Namakkal,Tamil Nadu,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
637013,Namakkal,Tamil Nadu,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
637014,Namakkal,Tamil Nadu,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
637015,Namakkal,Tamil Nadu,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
637405,Namakkal,Tamil Nadu,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
637003,Namakkal,Tamil Nadu,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
637018,Namakkal,Tamil Nadu,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
637402,Namakkal,Tamil Nadu,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
637002,Namakkal,Tamil Nadu,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
637404,Namakkal,Tamil Nadu,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
637017,Namakkal,Tamil Nadu,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
637211,Namakkal,Tamil Nadu,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
637001,Namakkal,Tamil Nadu,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
638006,Namakkal,Tamil Nadu,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
637415,Namakkal,Tamil Nadu,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
638010,Namakkal,Tamil Nadu,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
792105,Namsai,Arunachal Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
792103,Namsai,Arunachal Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
431718,Nanded,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
431808,Nanded,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
431804,Nanded,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
431742,Nanded,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
431708,Nanded,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
431721,Nanded,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
431805,Nanded,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
431806,Nanded,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
431719,Nanded,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
431715,Nanded,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
431709,Nanded,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
431743,Nanded,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
431723,Nanded,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
431736,Nanded,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
431711,Nanded,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
431707,Nanded,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
431731,Nanded,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
431713,Nanded,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
431605,Nanded,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
431807,Nanded,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
431606,Nanded,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
431602,Nanded,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
431704,Nanded,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
431750,Nanded,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
431745,Nanded,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
431746,Nanded,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
431801,Nanded,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
431710,Nanded,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
431810,Nanded,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
431603,Nanded,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
431717,Nanded,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
431809,Nanded,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
431722,Nanded,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
431811,Nanded,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
431712,Nanded,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
431741,Nanded,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
431802,Nanded,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
431803,Nanded,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
431716,Nanded,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
431714,Nanded,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
431601,Nanded,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
431604,Nanded,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
425416,Nandurbar,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
425419,Nandurbar,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
425444,Nandurbar,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
425432,Nandurbar,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
425452,Nandurbar,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
425412,Nandurbar,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
425418,Nandurbar,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
425415,Nandurbar,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
425442,Nandurbar,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
425417,Nandurbar,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
425414,Nandurbar,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
425409,Nandurbar,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
425413,Nandurbar,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
425423,Nandurbar,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
425426,Nandurbar,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
425422,Nandurbar,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
425424,Nandurbar,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
425411,Nandurbar,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
425410,Nandurbar,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
509407,Narayanpet,Telangana,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
509205,Narayanpet,Telangana,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
509350,Narayanpet,Telangana,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
509353,Narayanpet,Telangana,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
509371,Narayanpet,Telangana,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
509339,Narayanpet,Telangana,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
509352,Narayanpet,Telangana,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
509411,Narayanpet,Telangana,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
509208,Narayanpet,Telangana,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
509351,Narayanpet,Telangana,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
509210,Narayanpet,Telangana,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
